1,0,0,0,3.5765e-13,3.9e-11,1.4565e-10,1.6355e-11,1.7228e-10,6.3361e-11,3.3915e-14,1.4249e-10,1.7047e-11,1.5504e-10,2.6708e-10,1.9364e-10,2.9022e-10,4.2104e-09,0,0,0,1.5431e-11,4.6431e-12,1.1381e-12,2.2491e-11,1.064e-16,2.2985e-10
2,8.9559e-07,1.0619e-06,1.3145e-05,4.7449e-06,5.1135e-06,2.6378e-05,1.6339e-05,2.9499e-06,6.8622e-07,5.1696e-07,3.5212e-06,3.3408e-06,1.0061e-06,4.1789e-06,1.4893e-05,9.4124e-07,1.7408e-05,2.3778e-07,1.9247e-09,1.0227e-06,5.6387e-07,1.2807e-06,1.0383e-06,8.9467e-07,2.4937e-07,1.2017e-06
3,2.8574e-06,2.9794e-06,6.4435e-05,1.9032e-05,0.00039368,0.00047197,9.5482e-05,0.0002931,3.0028e-06,3.4011e-05,0.00011074,5.543e-05,0.00035456,2.9816e-05,2.6484e-05,9.2319e-06,5.1573e-05,7.5863e-07,8.2009e-09,4.3505e-06,5.6992e-07,4.3874e-06,1.0842e-05,1.857e-05,2.7334e-07,7.9248e-06
4,0.00049126,0.00090653,0.013577,0.0037721,0.010843,0.033566,0.0051232,1.0192e-05,0.00029336,0.01603,0.0036441,0.0075828,0.00044076,0.00021028,0.0041089,0.00077293,0.0065493,0.00013043,1.5338e-07,0.00096416,0.00013623,0.00060273,0.00075599,0.00064686,1.645e-05,0.00072882
5,0.00022124,0.00032282,0.0042939,0.0013987,0.0059668,0.01544,0.0036753,0.00049803,0.022421,0.00095571,0.0019574,0.0027422,0.0015414,0.0023327,0.0039194,0.00023856,0.0038548,5.8738e-05,2.5106e-07,0.00032103,7.5365e-05,0.00038944,0.00073975,0.001224,7.7771e-05,0.00051222
6,0.00016953,0.00074034,0.015926,0.0030024,0.03733,0.06194,7.4349e-05,0.020948,0.017676,0.0021706,0.0016924,0.00033763,0.0056458,0.00041835,0.00081905,0.00023402,0.00093251,4.5011e-05,6.1375e-07,0.00098715,8.2545e-05,0.00012841,0.00068291,0.00030913,2.5668e-06,0.00011262
7,0.002895,0.0035859,0.04086,0.015126,0.0041676,0.057072,0.12585,0.03586,0.014548,0.0029091,0.035426,0.0087553,0.0072741,0.010479,0.043619,0.0034597,0.052004,0.00076861,5.5536e-06,0.0032467,0.002581,0.004049,0.0023926,0.0010414,0.0016378,0.0032981
8,0.0035881,0.0053499,0.06869,0.02219,0.023197,0.12886,0.08161,0.017393,0.00015172,0.033739,0.026074,0.046213,0.0019844,0.00085601,0.041523,0.0045313,0.057588,0.00095264,3.7415e-06,0.0051787,0.0022976,0.0048537,0.0042318,0.0028707,0.00074272,0.0046634
9,0.00088224,0.00062128,0.005315,0.0029979,0.00095217,0.002261,0.076804,0.02628,0.028826,0.0067518,0.014066,0.0029524,0.0034874,0.01755,0.021795,0.00079444,0.021588,0.00023423,4.6938e-06,0.00049616,0.0011447,0.001267,0.00026554,4.9958e-05,0.0013214,0.00086543
10,0.00093975,0.00062138,0.0030866,0.0026152,0.0099916,0.00014271,0.088732,0.061636,0.0047581,0.0039149,0.012595,0.00074903,0.0030221,0.0062023,0.018688,0.0012214,0.021041,0.0002495,5.3866e-06,0.00036062,0.0021244,0.0016136,0.00031215,1.4136e-05,0.0013618,0.0009895
11,0.0023376,0.0011582,0.0047641,0.0054783,0.02228,0.00070831,0.16032,0.13342,0.00038321,0.0065546,0.011148,0.00017479,0.0014022,0.021484,0.056137,0.0023256,0.061633,0.00062063,1.7832e-05,0.00063806,0.0049924,0.0041651,0.00089437,0.00041403,0.0024814,0.003091
