1,1.4878e-05,9.0897e-06,0.00025245,6.7458e-05,2.8321e-05,9.2796e-05,0.0024395,0.00085859,0.0003533,0.00094265,0.00094441,0.00023931,8.157e-05,0.00017617,0.00038118,8.8952e-05,0.0010806,3.9501e-06,9.3008e-08,1.681e-05,6.6284e-06,2.7976e-06,7.6615e-06,8.5622e-06,5.7432e-07,3.1917e-05
2,6.5496e-07,1.3319e-06,4.0237e-05,1.1707e-06,6.8608e-05,8.7165e-06,7.5231e-05,2.9489e-05,7.7618e-06,0.00015258,0.00054987,0.00057914,0.00077954,0.001702,0.0014998,0.00053909,0.00022895,1.7389e-07,6.4598e-08,1.9221e-06,5.5047e-09,6.0163e-06,9.4445e-07,1.1371e-05,7.7813e-06,1.6009e-05
3,5.129e-06,1.0341e-08,2.3974e-05,7.3168e-06,8.4228e-07,1.818e-06,4.0356e-05,5.9904e-05,3.014e-05,2.868e-05,6.2101e-09,3.8269e-05,2.918e-05,1.9372e-05,5.5504e-05,7.1007e-07,4.8463e-07,1.3617e-06,1.272e-07,1.457e-06,6.1086e-06,5.9544e-06,3.1825e-08,1.1672e-05,8.34e-06,1.1478e-05
4,4.3075e-06,2.2028e-05,0.00062223,8.7066e-05,0.00022158,0.00072559,0.0009754,2.375e-05,0.0010189,0.00061965,0.00088397,0.0006208,0.00049524,0.00019601,8.0669e-05,4.7072e-05,0.00049116,1.1436e-06,2.6505e-08,3.6257e-05,1.8362e-06,1.0727e-06,2.5806e-07,9.3306e-06,3.2143e-07,5.0128e-05
5,5.863e-06,1.1761e-07,0.00016777,1.5645e-05,0.00021639,0.00019806,3.7028e-06,4.6429e-05,0.00021309,3.3918e-06,6.9043e-05,1.8893e-05,3.367e-05,9.0208e-06,5.1239e-06,0.00055446,0.00032389,1.5566e-06,1.8438e-07,7.3145e-06,1.5509e-06,2.3474e-06,6.09e-08,8.7702e-06,0.00012421,6.8807e-05
6,1.1123e-05,7.1115e-06,0.00010752,3.8057e-05,2.5782e-05,8.6572e-06,0.00089221,0.00064373,1.5742e-05,6.7113e-05,0.00013119,0.00015255,7.3773e-07,4.0542e-06,1.4067e-05,0.00017974,9.7063e-05,2.9531e-06,6.6208e-08,8.411e-06,2.7238e-05,1.895e-05,4.2089e-06,5.4527e-07,2.5814e-06,1.4599e-06
7,3.2241e-07,2.5884e-06,9.6966e-07,3.747e-07,5.5312e-06,5.7829e-06,1.4388e-05,4.3731e-06,7.8906e-07,2.26e-05,3.7252e-05,3.6506e-05,3.2833e-05,1.127e-05,2.4961e-05,0.00017183,6.256e-05,8.5599e-08,6.937e-08,5.4356e-09,3.4959e-07,5.4337e-08,1.7203e-06,2.6534e-06,2.5793e-05,4.0784e-05
8,0.00021164,0.0003229,0.0042345,0.0013151,0.00012509,0.0047475,0.013899,0.0047365,0.00083007,0.0060901,0.0057546,0.002445,0.00096107,2.1123e-05,0.0029767,0.00063271,0.0041801,5.6189e-05,2.0058e-07,0.00031669,0.00018401,0.00022102,9.4657e-05,5.9806e-05,9.6372e-05,0.00026634
9,1.2283e-05,4.7941e-07,3.3311e-05,1.9435e-05,4.9314e-06,1.3677e-05,3.6163e-05,0.00014156,0.00016989,8.728e-06,2.0087e-05,1.449e-07,2.6954e-06,0.00010481,0.00033435,5.3404e-05,0.00083893,3.2612e-06,2.4502e-07,2.6362e-06,1.0405e-05,1.1943e-05,1.083e-06,5.2806e-05,8.013e-06,1.1294e-05
10,1.7776e-05,3.1886e-06,1.0372e-05,2.9161e-05,0.00025144,2.5002e-06,0.00019848,0.00068603,0.00040694,6.7457e-05,0.00012236,0.00031603,1.3172e-07,5.7998e-05,0.00042802,4.4645e-05,0.00165,4.7195e-06,2.4409e-07,2.0138e-06,1.8166e-05,1.5406e-05,1.2047e-06,0.0001007,9.5297e-06,0.0001687
11,5.5205e-06,9.1617e-06,6.5122e-07,1.2233e-05,0.00022425,7.9496e-05,0.0004673,0.0008361,0.00033075,2.1965e-05,1.5024e-05,1.6606e-07,4.6195e-05,0.00061527,8.2018e-05,5.5009e-05,5.9993e-05,1.4657e-06,3.4892e-09,4.7955e-07,4.5961e-05,3.7117e-05,3.5466e-05,1.7199e-05,2.1307e-05,6.3549e-06
12,2.1837e-05,3.7695e-05,0.00016397,0.00011483,0.00024359,0.00050883,0.00079457,0.00011227,0.0007852,0.00069084,1.2318e-06,7.7654e-05,0.00061335,0.00088259,0.0045617,0.0017208,2.1235e-05,5.7977e-06,1.0974e-08,1.7735e-05,1.6684e-05,6.2793e-05,4.734e-05,5.0636e-06,0.00015258,1.775e-06
13,4.6387e-08,5.4144e-08,2.8054e-07,1.9979e-07,0.00014352,4.4313e-06,1.7051e-05,9.8224e-05,0.00017101,7.4976e-06,5.9408e-06,0.0013474,0.00067294,4.894e-05,0.00049586,9.5369e-07,0.00055028,1.2316e-08,1.0363e-10,1.1827e-09,8.09e-07,3.4653e-06,5.7547e-06,4.9337e-05,5.7012e-06,9.7039e-05
14,3.0776e-05,2.1864e-05,0.00019576,0.00010547,6.6146e-05,0.00013122,0.0010493,0.00071721,2.8177e-05,3.3856e-05,1.5735e-05,0.00048042,2.0212e-05,8.0297e-05,9.8065e-07,0.00022587,0.0013526,8.1709e-06,1.6198e-07,1.7956e-05,4.2514e-05,4.1322e-05,2.0862e-05,2.2451e-05,8.8199e-06,0.00011598
15,8.5288e-05,0.00010643,0.00025059,0.00020531,0.017884,0.0049296,0.0034124,0.042498,0.059137,0.00068267,0.030901,0.043726,0.017109,0.0066074,0.0035457,0.0029556,0.001297,2.2644e-05,1.6032e-07,3.7321e-05,0.0011709,0.0002407,0.00011332,7.9094e-07,0.00020484,2.5619e-05
16,9.8962e-06,9.8338e-06,1.689e-05,3.3512e-05,3.7985e-05,3.8016e-05,0.00045407,0.00035061,8.2195e-05,0.00016316,1.2391e-05,9.0858e-06,3.6833e-05,0.00012294,0.0011764,8.8409e-05,0.0012898,2.6274e-06,3.1209e-08,3.079e-06,6.1119e-06,1.2363e-05,5.107e-06,2.4246e-05,4.41e-05,0.00018534
17,6.4789e-06,9.6477e-07,0.00010099,6.8949e-06,1.7805e-05,1.0216e-05,1.2928e-05,0.00019664,0.00097333,1.3014e-05,0.00010815,8.1777e-08,0.00057753,7.3197e-05,0.00021446,0.00088223,0.00066241,1.7201e-06,2.6788e-07,4.0902e-06,2.1119e-05,4.1884e-06,1.4628e-06,2.567e-05,0.00012515,0.00016954
18,5.831e-07,3.339e-05,9.5162e-06,2.6106e-05,7.1955e-06,0.00040166,3.5524e-05,4.0555e-05,0.00024261,0.00050352,5.2913e-05,4.0905e-05,1.5219e-05,0.00015109,0.00057596,0.0013634,0.0070958,1.5481e-07,2.4124e-07,4.0945e-07,6.4907e-06,1.5879e-06,4.1914e-05,1.5649e-05,0.00041483,0.0013344
19,7.0555e-05,7.9265e-05,0.00038467,0.00026825,2.2867e-05,0.00028324,0.0020924,0.0031891,0.0055233,0.0022432,0.0023047,0.00066347,0.00023285,0.0051153,0.0021322,0.00011689,0.0015857,1.8732e-05,1.7248e-07,4.1947e-05,0.00014486,0.00017954,0.00012604,1.3256e-05,3.6675e-06,0.0001174
20,1.1785e-05,2.4862e-05,0.00040256,8.8101e-05,0.00022097,1.0684e-05,0.0039794,0.0026386,0.00020021,0.0059143,0.0023056,0.00037815,0.0002736,1.1237e-05,3.3999e-05,9.8227e-05,7.7557e-06,3.129e-06,6.9226e-10,2.7748e-05,4.0017e-05,8.7769e-06,6.6914e-07,2.4889e-05,2.3743e-06,1.0454e-06
